id;kolejnosc;symbol;nazwa;opis;dataKoncaObowiazywania;dataPoczatkuObowiazywania;elementNadrzednyId;elementNadrzednyUuid;uuid;iloscKresekCn;jednostkiMiara;kluczCn;opisNieobejmuje;opisObejmuje;opisObejmujeNieobejmuje;opisObejmujeTakze;przeszleZdarzenia;uwagi;wygenerowany;zmianyOdPoprzedniejWersji;znakZmianCn;numerPoziomu
26415;239;13.9;Produkcja pozostałych wyrobów tekstylnych;;;;0;271C86CB-E856-4201-AACA-1040DDDA9700;6079245C-1B1F-471C-8F3B-E74E3E1DADEF;; ;;;;<body><h2>13.9</h2>Grupa ta obejmuje produkcję gotowych wyrobów tekstylnych (np. bielizny pościelowej, koców, dywanów, olinowania itp.), z wyłączeniem odzieży. </body>;;;;;;;3
26416;240;13.91;Produkcja dzianin metrażowych;;;;0;6079245C-1B1F-471C-8F3B-E74E3E1DADEF;A5D1B4A0-6621-43A6-A31D-1032462C58D1;; ;;;;;;;;;;;4
26417;241;13.91.Z;Produkcja dzianin metrażowych;;;;0;A5D1B4A0-6621-43A6-A31D-1032462C58D1;5212725D-A7CD-4841-A221-4DE19C9BF4F3;; ;;;;<body><h2>13.91.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję dzianin metrażowych, takich jak: <ul><li>dzianiny z włosem i aksamitne, </li><li>siatki i zasłony okienne dziane na maszynach typu Raschel lub podobnych, </li><li>pozostałe dzianiny metrażowe, </li></ul></li><li>produkcję dzianin z długim włosem przeznaczonych do produkcji imitacji skór futerkowych.</li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji materiałów ażurowych i firan okiennych typu koronkowego, produkowanych na maszynach typu Raschel lub podobnych, sklasyfikowanej w 13.99.Z, </li><li>produkcji odzieży dzianej, sklasyfikowanej w 14.39.Z. </li></ul></body>;;;;;;;5
26418;242;13.92;Produkcja gotowych wyrobów tekstylnych;;;;0;6079245C-1B1F-471C-8F3B-E74E3E1DADEF;1426A346-AF46-484F-8587-105FCD6B5C67;; ;;;;;;;;;;;4
26419;243;13.92.Z;Produkcja gotowych wyrobów tekstylnych;;;;0;1426A346-AF46-484F-8587-105FCD6B5C67;AE8D0204-22D2-4544-8BD6-6AF715614A75;; ;;;;<body><h2>13.92.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję gotowych wyrobów tekstylnych (włączając dziane), takich jak: <ul><li>koce, włączając pledy podróżne, </li><li>bielizna pościelowa, stołowa, toaletowa, kuchenna, </li><li>kołdry, narzuty pikowane, jaśki, pufy, poduszki, śpiwory itp., </li></ul></li><li>produkcję gotowych wyrobów wyposażeniowych, takich jak: <ul><li>zasłony, baldachimy, rolety, narzuty inne niż pikowane, kapy, pokrowce na meble lub maszyny i urządzenia itp., </li><li>plandeki, namioty, wyposażenie kempingowe, żagle, markizy przeciwsłoneczne, zewnętrzne pokrowce na samochody, maszyny lub meble itp., </li><li>flagi, sztandary, chorągwie itp., </li><li>ścierki do kurzu, zmywaki i podobne artykuły, ratunkowe wyroby tekstylne, spadochrony itp., </li></ul></li><li>produkcję tekstylnych części koców elektrycznych, </li><li>produkcję ręcznie tkanych kilimów, gobelinów itp. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji wyrobów tekstylnych do zastosowań technicznych, sklasyfikowanej w 13.96.Z. </li></ul></body>;;;;;;;5
26420;244;13.93;Produkcja dywanów i chodników;;;;0;6079245C-1B1F-471C-8F3B-E74E3E1DADEF;2C6A5137-EECC-4A10-AAB5-629F0A0E99B2;; ;;;;;;;;;;;4
26421;245;13.93.Z;Produkcja dywanów i chodników;;;;0;2C6A5137-EECC-4A10-AAB5-629F0A0E99B2;4D5F9908-2762-4D00-9190-35B73AB67761;; ;;;;<body><h2>13.93.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję tekstylnych pokryć podłogowych, takich jak: <ul><li>dywany, chodniki, maty, płyty dywanowe z materiałów tekstylnych, </li></ul></li><li>produkcję filcowych pokryć podłogowych wykonywanych na krosnach igłowych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji dywaników, wycieraczek i mat podłogowych z materiałów roślinnych, sklasyfikowanej w 16.29.Z, </li><li>produkcji pokryć podłogowych z korka, sklasyfikowanej w 16.29.Z, </li><li>produkcji sprężystych pokryć podłogowych, takich jak: płytki winylowe, linoleum itp., sklasyfikowanej w 22.23.Z. </li></ul></body>;;;;;;;5
26422;246;13.94;Produkcja wyrobów powroźniczych, lin, szpagatów i wyrobów sieciowych;;;;0;6079245C-1B1F-471C-8F3B-E74E3E1DADEF;51A7547C-653E-4E2C-98FC-243EDEA9A402;; ;;;;;;;;;;;4
26423;247;13.94.Z;Produkcja wyrobów powroźniczych, lin, szpagatów i wyrobów sieciowych;;;;0;51A7547C-653E-4E2C-98FC-243EDEA9A402;191480FC-9793-482A-B3B5-0B21FD3E1C52;; ;;;;<body><h2>13.94.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję szpagatów, wyrobów powroźniczych, lin i sznurów z włókien, taśm tekstylnych i podobnych materiałów impregnowanych lub nieimpregnowanych, pokrywanych lub oplatanych gumą lub tworzywem sztucznym, </li><li>produkcję wiązanych sieci ze szpagatów, powrozów lub lin,</li><li>produkcję wyrobów z lin i sieci: sieci rybackich, odbijaczy dla statków, wyładunkowych odbojników i amortyzatorów, zawiesi, lin i sznurów zaopatrzonych w metalowe pierścienie itp. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji siatek na włosy, sklasyfikowanej w 14.19.Z, </li><li>produkcji lin drucianych, sklasyfikowanej w 25.93.Z, </li><li>produkcji siatek dla wędkarstwa sportowego, sklasyfikowanej w 32.30.Z. </li></ul></body>;;;;;;;5
26424;248;13.95;Produkcja włóknin i wyrobów wykonanych z włóknin, z wyłączeniem odzieży;;;;0;6079245C-1B1F-471C-8F3B-E74E3E1DADEF;58DB1A6E-A3CE-4D50-9A5B-2A0564E4DA6B;; ;;;;;;;;;;;4
26425;249;13.95.Z;Produkcja włóknin i wyrobów wykonanych z włóknin, z wyłączeniem odzieży;;;;0;58DB1A6E-A3CE-4D50-9A5B-2A0564E4DA6B;DAE2344B-FDC0-4C89-9AD1-7C671A957AFA;; ;;;;<body><h2>13.95.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję włóknin i wyrobów wykonanych z włóknin, gdzie indziej niesklasyfikowaną w odpowiednich podklasach działów 13 lub 14, obejmującą wiele czynności, procesów i odnoszącą się do wielu różnorodnych wyrobów. </li></ul></body>;;;;;;;5
26426;250;13.96;Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych;;;;0;6079245C-1B1F-471C-8F3B-E74E3E1DADEF;7110ECAF-EE9B-4540-999A-2E7A274C2E72;; ;;;;;;;;;;;4
26427;251;13.96.Z;Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych;;;;0;7110ECAF-EE9B-4540-999A-2E7A274C2E72;F093924F-1E58-4341-AD6D-2C373EB62E6F;; ;;;;<body><h2>13.96.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję taśm, włączając taśmy złożone z osnowy bez wątku, wykonane przy użyciu środków klejących, </li><li>produkcję wyrobów tekstylnych impregnowanych, powlekanych, pokrywanych lub laminowanych tworzywem sztucznym, </li><li>produkcję przędzy metalizowanej lub plecionej z drutem, nici gumowanych i lin pokrytych tkaniną, przędzy lub taśm pokrytych, impregnowanych, powlekanych lub oplecionych gumą lub tworzywem sztucznym, </li><li>produkcję tkanin kordowych, oponowych o wysokiej wytrzymałości sztucznej przędzy, </li><li>produkcję koszulek izolacyjnych do kabli, przewodów rurowych, pasów napędowych, taśm przenośnikowych (wzmacnianych lub nie, metalem lub innym materiałem), gazy młynarskiej, tkanin filtracyjnych, </li><li>produkcję tekstylnych dodatków samochodowych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji pasów napędowych lub taśm przenośnikowych z tkaniny, przędzy lub kordu, impregnowanych, powlekanych, pokrywanych lub laminowanych kauczukiem, gdzie kauczuk stanowi podstawowy składnik, sklasyfikowanej w 22.19.Z, </li><li>produkcji płyt lub arkuszy z gumy porowatej lub tworzyw sztucznych w połączeniu z wyrobami tekstylnymi, tylko w celu ich wzmocnienia, sklasyfikowanej w 22.19.Z, 22.21.Z, </li><li>produkcji tkanin z wplecionym drutem metalowym, sklasyfikowanej w 25.93.Z. </li></ul></body>;;;;;;;5
26428;252;13.99;Produkcja pozostałych wyrobów tekstylnych, gdzie indziej niesklasyfikowana;;;;0;6079245C-1B1F-471C-8F3B-E74E3E1DADEF;311D97A1-7086-46A6-8112-1C46B1C7CCFC;; ;;;;;;;;;;;4
26429;253;13.99.Z;Produkcja pozostałych wyrobów tekstylnych, gdzie indziej niesklasyfikowana;;;;0;311D97A1-7086-46A6-8112-1C46B1C7CCFC;5CE620DA-E7C8-488E-95D7-D9DA5C85E611;; ;;;;<body><h2>13.99.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję metek, emblematów, naszywek itp., </li><li>produkcję ozdób: wstążek, tasiemek, pomponów itp., </li><li>produkcję filcu, </li><li>produkcję tiulów i innych wyrobów ażurowych wykończonych koronką lub innymi motywami ozdobnymi haftowanymi lub wyszywanymi, </li><li>produkcję pozostałych wyrobów tekstylnych oraz wyrobów impregnowanych i powlekanych: kalki technicznej, płótna zagruntowanego malarskiego, płótna klejonego i podobnych usztywnionych wyrobów tekstylnych, materiałów tekstylnych powlekanych gumą lub substancjami zawierającymi skrobię, </li><li>produkcję różnych wyrobów tekstylnych: knotów, siatek żarowych do lamp gazowych i rurowych siatek do palników gazowych, </li><li>produkcję taśmy tekstylnej samoprzylepnej, </li><li>produkcję tekstylnych sznurowadeł do butów, </li><li>produkcję puszków do pudru. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji filcowych pokryć podłogowych wykonywanych na krosnach igłowych, sklasyfikowanej w 13.93.Z, </li><li>produkcji waty z materiałów tekstylnych i wyrobów z niej, podpasek higienicznych, tamponów itp., sklasyfikowanej w 17.22.Z. </li></ul></body>;;;;;;;5
26430;254;14;PRODUKCJA ODZIEŻY;;;;0;C72DAD90-45BD-4466-9477-D46F6638CFC9;4C9C08CB-D3FD-4BA7-A1B4-A3A8DF956E61;; ;;;;"<body><h2>14</h2><p>Dział ten obejmuje: </p><ul><li>produkcję każdego rodzaju odzieży, zarówno konfekcyjnej, jak i szytej ?na miarę?, ze skóry, tkanin, dzianin itp., np.: odzież wierzchnia i bielizna damska, męska i dziecięca; odzież robocza, codzienna i wyjściowa itp., </li><li>produkcję dodatków do odzieży, </li><li>produkcję wyrobów futrzarskich. </li></ul><p>Dział ten nie wyróżnia odzieży dla dorosłych i dla dzieci, oraz odzieży nowoczesnej i tradycyjnej. </p></body>";;;;;;;2
26431;255;14.1;Produkcja odzieży, z wyłączeniem wyrobów futrzarskich;;;;0;4C9C08CB-D3FD-4BA7-A1B4-A3A8DF956E61;41C0674F-0260-440B-B630-8A98FDE7A587;; ;;;;;;;;;;;3
26432;256;14.11;Produkcja odzieży skórzanej;;;;0;41C0674F-0260-440B-B630-8A98FDE7A587;C4F71B14-F2F7-43EA-AC70-DE8B80529318;; ;;;;;;;;;;;4
26433;257;14.11.Z;Produkcja odzieży skórzanej;;;;0;C4F71B14-F2F7-43EA-AC70-DE8B80529318;4D83512C-4003-40E4-8EE9-29E4EAB07989;; ;;;;<body><h2>14.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję odzieży skórzanej, włącznie z wyposażeniem roboczym ze skóry, np. skórzane fartuchy dla spawaczy. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji odzieży ze skór futerkowych, sklasyfikowanej w 14.20.Z, </li><li>produkcji skórzanych rękawic sportowych i sportowych nakryć głowy, sklasyfikowanej w 32.30.Z, </li><li>produkcji odzieży ognioodpornej i ochronnej, sklasyfikowanej w 32.99.Z. </li></ul></body>;;;;;;;5
26434;258;14.12;Produkcja odzieży roboczej;;;;0;41C0674F-0260-440B-B630-8A98FDE7A587;31D996DC-0AAB-4EE1-ACB5-CF0D246AD23D;; ;;;;;;;;;;;4
26435;259;14.12.Z;Produkcja odzieży roboczej;;;;0;31D996DC-0AAB-4EE1-ACB5-CF0D246AD23D;888B9932-BB03-4DD6-B6E5-79624B6B5F08;; ;;;;<body><h2>14.12.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję odzieży roboczej. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji wyposażenia roboczego ze skóry, sklasyfikowanej w 14.11.Z,</li><li>produkcji obuwia, sklasyfikowanej w 15.20.Z, </li><li>produkcji odzieży ognioodpornej i ochronnej, sklasyfikowanej w 32.99.Z, </li><li>naprawy i przeróbek odzieży, sklasyfikowanych w 95.29.Z. </li></ul></body>;;;;;;;5
26436;260;14.13;Produkcja pozostałej odzieży wierzchniej;;;;0;41C0674F-0260-440B-B630-8A98FDE7A587;80C35539-B23E-4EC0-BC16-197A99379DBA;; ;;;;;;;;;;;4
26437;261;14.13.Z;Produkcja pozostałej odzieży wierzchniej;;;;0;80C35539-B23E-4EC0-BC16-197A99379DBA;625B4B8B-3A6F-486F-BDBC-E98867265B5B;; ;;;;"<body><h2>14.13.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję pozostałej odzieży wierzchniej dla mężczyzn, kobiet i dzieci, wykonanej z tkanin, dzianin itp., takiej jak: <ul><li>płaszcze, garnitury oraz zestawy odzieżowe, kostiumy, marynarki, żakiety, spodnie, spódnice itp., </li></ul></li><li>krawiectwo, szycie ?na miarę?, </li><li>produkcję części ww. wyrobów. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji odzieży ze skór futerkowych (z wyłączeniem nakryć głowy), sklasyfikowanej w 14.20.Z, </li><li>produkcji odzieży z gumy lub tworzyw sztucznych, zgrzewanej ?na szwach?, sklasyfikowanej w 22.19.Z, 22.29.Z, </li><li>produkcji odzieży ognioodpornej i ochronnej, sklasyfikowanej w 32.99.Z,</li><li>&nbsp;naprawy i przeróbek odzieży, sklasyfikowanych w 95.29.Z. </li></ul></body>";;;;;;;5
26438;262;14.14;Produkcja bielizny;;;;0;41C0674F-0260-440B-B630-8A98FDE7A587;2861DF47-9231-494B-8AE6-10CE6E7B4152;; ;;;;;;;;;;;4
26439;263;14.14.Z;Produkcja bielizny;;;;0;2861DF47-9231-494B-8AE6-10CE6E7B4152;C97E3B74-82E4-4ED0-AF8F-D96B6B946299;; ;;;;<body><h2>14.14.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję bielizny wykonanej z tkanin, dzianin, koronek itp. dla mężczyzn, kobiet i dzieci: <ul><li>podkoszulki, ?t-shirty?, slipy, kalesony, piżamy, koszule nocne, szlafroki, bluzki, majtki, staniki, gorsety itp. </li></ul></li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>naprawy i przeróbek odzieży, sklasyfikowanych w 95.29.Z. </li></ul></body>;;;;;;;5
26440;264;14.19;Produkcja pozostałej odzieży i dodatków do odzieży;;;;0;41C0674F-0260-440B-B630-8A98FDE7A587;2C686C58-B5E3-40FC-BAC3-67078390D5AA;; ;;;;;;;;;;;4
26441;265;14.19.Z;Produkcja pozostałej odzieży i dodatków do odzieży;;;;0;2C686C58-B5E3-40FC-BAC3-67078390D5AA;C3BB57E6-9A55-4D8B-9AE6-A7F5A945CEC5;; ;;;;"<body><h2>14.19.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję odzieży niemowlęcej, odzieży treningowej, narciarskiej, do pływania itp., </li><li>produkcję kapeluszy i czapek, </li><li>produkcję dodatków odzieżowych: rękawiczek, pasków, szali, krawatów, apaszek, siatek na włosy itp., </li><li>produkcję nakryć głowy wykonanych ze skór futerkowych, </li><li>produkcję obuwia tekstylnego bez nakładanych spodów, </li><li>produkcję części ww. wyrobów. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji sportowych okryć głowy, sklasyfikowanej w 32.30.Z, </li><li>produkcji ochronnych okryć głowy, sklasyfikowanej w 32.99.Z, </li><li>produkcji odzieży ognioodpornej i ochronnej, sklasyfikowanej w 32.99.Z,</li><li>&nbsp;naprawy i przeróbek odzieży, sklasyfikowanych w 95.29.Z. </li></ul></body>";;;;;;;5
26442;266;14.2;Produkcja wyrobów futrzarskich;;;;0;4C9C08CB-D3FD-4BA7-A1B4-A3A8DF956E61;F787A691-B18B-433C-B588-698F6734CDEA;; ;;;;;;;;;;;3
26443;267;14.20;Produkcja wyrobów futrzarskich;;;;0;F787A691-B18B-433C-B588-698F6734CDEA;A5C0E01A-9A2D-4C2D-BA8F-0A55E0F5D3F3;; ;;;;;;;;;;;4
26444;268;14.20.Z;Produkcja wyrobów futrzarskich;;;;0;A5C0E01A-9A2D-4C2D-BA8F-0A55E0F5D3F3;BBEDA746-C578-46F3-ABCE-E8FBA8B1AE3A;; ;;;;<body><h2>14.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję odzieży i dodatków ze skór futerkowych, </li><li>produkcję dekoracyjnych skór futerkowych do zawieszania na ścianie, mat futrzanych, pasów itp., </li><li>produkcję różnych wyrobów ze skór futerkowych: dywanów (futrzaków), niewypchanych pufów, wyrobów służących do polerowania itp. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji surowych skór futerkowych, sklasyfikowanej w odpowiednich podklasach grupy 01.4 oraz w 01.70.Z, </li><li>produkcji surowych skór, sklasyfikowanej w 10.11.Z, </li><li>produkcji tkanin i dzianin o długim włosie przeznaczonych do produkcji imitacji skór futerkowych, sklasyfikowanej w 13.20.A, 13.91.Z, </li><li>produkcji dodatków do odzieży wykończonych futrem, sklasyfikowanej w 14.19.Z, </li><li>produkcji kapeluszy ze skór futerkowych, sklasyfikowanej w 14.19.Z, </li><li>wyprawy i barwienia skór futerkowych, sklasyfikowanych w 15.11.Z, </li><li>produkcji obuwia, zawierającego części wykonane ze skór futerkowych, sklasyfikowanej w 15.20.Z. </li></ul></body>;;;;;;;5
26445;269;14.3;Produkcja odzieży dzianej;;;;0;4C9C08CB-D3FD-4BA7-A1B4-A3A8DF956E61;E82068B1-8904-4A2A-BDAE-3277CE40A352;; ;;;;;;;;;;;3
26446;270;14.31;Produkcja wyrobów pończoszniczych;;;;0;E82068B1-8904-4A2A-BDAE-3277CE40A352;9FDF0556-6416-43E1-AB09-CD6D335680E9;; ;;;;;;;;;;;4
26447;271;14.31.Z;Produkcja wyrobów pończoszniczych;;;;0;9FDF0556-6416-43E1-AB09-CD6D335680E9;765034BD-23A8-4ACB-9750-D29CD5A7C32B;; ;;;;<body><h2>14.31.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję wyrobów pończoszniczych, włączając skarpety, rajstopy. </li></ul></body>;;;;;;;5
26448;272;14.39;Produkcja pozostałej odzieży dzianej;;;;0;E82068B1-8904-4A2A-BDAE-3277CE40A352;E72D9D65-9629-4E88-A8C5-DCAD802AAABA;; ;;;;;;;;;;;4
26449;273;14.39.Z;Produkcja pozostałej odzieży dzianej;;;;0;E72D9D65-9629-4E88-A8C5-DCAD802AAABA;C2DDCA2C-702B-49B8-A1DF-00878903245B;; ;;;;<body><h2>14.39.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję odzieży dzianej: pulowerów, swetrów (włączając rozpinane swetry), kamizelek i podobnych wyrobów dzianych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji dzianin metrażowych, sklasyfikowanej w 13.91.Z, </li><li>produkcji wyrobów pończoszniczych, sklasyfikowanej w 14.31.Z. </li></ul></body>;;;;;;;5
26450;274;15;PRODUKCJA SKÓR I WYROBÓW ZE SKÓR WYPRAWIONYCH;;;;0;C72DAD90-45BD-4466-9477-D46F6638CFC9;A081BEBF-B314-4348-8371-917BA4352847;; ;;;;<body><h2>15</h2><p>Dział ten obejmuje: </p><ul><li>wyprawę skór surowych polegającą na ich przygotowaniu do garbowania, garbowaniu, barwieniu i wykończaniu, </li><li>produkcję obuwia, </li><li>produkcję galanterii skórzanej, artykułów podróżnych ze skóry i jej substytutów. </li></ul><p>Produkcja wyrobów wykonywanych z substytutów skóry została zamieszczona w niniejszym dziale, ponieważ pod wieloma względami jest podobna do wytwarzania wyrobów wykonywanych ze skóry (np., torby) i często wyroby te produkowane są przez tę samą jednostkę. </p></body>;;;;;;;2
26451;275;15.1;"Wyprawa skór, garbowanie; wyprawa i barwienie skór futerkowych; produkcja toreb bagażowych, toreb ręcznych i podobnych wyrobów kaletniczych; produkcja wyrobów rymarskich";;;;0;A081BEBF-B314-4348-8371-917BA4352847;7CB022C9-5864-4C02-8225-B93D80549639;; ;;;;;;;;;;;3
26452;276;15.11;"Wyprawa skór, garbowanie; wyprawa i barwienie skór futerkowych";;;;0;7CB022C9-5864-4C02-8225-B93D80549639;1379C064-05AC-47C1-B61E-2C065CDEF1AA;; ;;;;;;;;;;;4
26453;277;15.11.Z;"Wyprawa skór, garbowanie; wyprawa i barwienie skór futerkowych";;;;0;1379C064-05AC-47C1-B61E-2C065CDEF1AA;8BB8379A-993E-4B22-B436-F2661C9F6BD8;; ;;;;<body><h2>15.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wyprawę skór: moczenie, wapnienie, odmięśnianie, odwapnianie, piklowanie, odtłuszczanie, garbowanie mineralne lub roślinne, dwojenie, wyżymanie, struganie, dogarbowanie, natłuszczanie, barwienie, suszenie i ich wykończanie.</li><li>produkcję skóry zamszowej (irchy) i pergaminu oraz skóry welurowej oraz skóry apreturowanej, </li><li>produkcję sztucznej skóry. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji skór surowych, pochodzących z gospodarstw rolnych, sklasyfikowanej w odpowiednich podklasach grupy 01.4, </li><li>produkcji skór surowych pochodzących z rzeźni, sklasyfikowanej w 10.11.Z, </li><li>produkcji odzieży skórzanej, sklasyfikowanej w 14.11.Z, </li><li>produkcji imitacji skóry na bazie skóry innej niż naturalna, sklasyfikowanej w 22.19.Z, 22.29.Z. </li></ul></body>;;;;;;;5
26454;278;15.12;"Produkcja toreb bagażowych, toreb ręcznych i podobnych wyrobów kaletniczych; produkcja wyrobów rymarskich";;;;0;7CB022C9-5864-4C02-8225-B93D80549639;0AE34B34-5F8B-419F-8729-3DABFB594F34;; ;;;;;;;;;;;4
26455;279;15.12.Z;"Produkcja toreb bagażowych, toreb ręcznych i podobnych wyrobów kaletniczych; produkcja wyrobów rymarskich";;;;0;0AE34B34-5F8B-419F-8729-3DABFB594F34;98E53F5E-463E-487C-AEB3-91215FBEDAA6;; ;;;;<body><h2>15.12.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję toreb, torebek i podobnych wyrobów ze skóry, mieszanek skóry lub pozostałych materiałów, takich jak: tworzywa sztuczne, materiały tekstylne, włókna wulkanizowane lub tektura, przy użyciu technologii stosowanych do wyrobu przedmiotów ze skóry,</li><li>produkcję wyrobów rymarskich, np. uprzęży, siodeł, pasów, </li><li>produkcję niemetalowych pasków do zegarków (np. z materiałów włókienniczych, skóry, tworzyw sztucznych), </li><li>produkcję różnych wyrobów ze skór lub mieszanek skóry: pasów napędowych, uszczelek, itp., </li><li>produkcję sznurowadeł ze skóry, </li><li>produkcję batów i szpicrut. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji odzieży skórzanej, sklasyfikowanej w 14.11.Z, </li><li>produkcji rękawiczek i nakryć głowy ze skóry, sklasyfikowanej w 14.19.Z,</li><li>produkcji obuwia, sklasyfikowanej w 15.20.Z, </li><li>produkcji siodełek do rowerów, sklasyfikowanej w 30.92.Z, </li><li>produkcji pasków do zegarków z metali szlachetnych, sklasyfikowanej w 32.12.Z, </li><li>produkcji pasków do zegarków z metali nieszlachetnych, sklasyfikowanej w 32.13.Z, </li><li>produkcji pasów bezpieczeństwa dla monterów i pozostałych pasów do celów zawodowych, sklasyfikowanej w 32.99.Z. </li></ul></body>;;;;;;;5
26456;280;15.2;Produkcja obuwia;;;;0;A081BEBF-B314-4348-8371-917BA4352847;540CA908-B0E8-4482-9A6E-E20C2D4F54A6;; ;;;;;;;;;;;3
26457;281;15.20;Produkcja obuwia;;;;0;540CA908-B0E8-4482-9A6E-E20C2D4F54A6;05665E2E-40C2-47BF-BA43-6E96B5FD0164;; ;;;;;;;;;;;4
26458;282;15.20.Z;Produkcja obuwia;;;;0;05665E2E-40C2-47BF-BA43-6E96B5FD0164;FDCA3EA3-85D5-4033-A655-D18955A3720D;; ;;;;<body><h2>15.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję obuwia różnego typu, włączając obuwie sportowe, z różnego materiału oraz przy zastosowaniu różnych procesów technologicznych, włączając modelowanie, </li><li>produkcję części obuwia ze skóry, takich jak: cholewki, spody, obcasy itp. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji obuwia tekstylnego bez nakładanych spodów, sklasyfikowanej w 14.19.Z, </li><li>produkcji części obuwia z drewna (np. obcasów i kopyt), sklasyfikowanej w 16.29.Z, </li><li>produkcji obcasów i spodów z gumy oraz innych części obuwia z gumy, sklasyfikowanej w 22.19.Z, </li><li>produkcji części obuwia z tworzyw sztucznych, sklasyfikowanej w 22.29.Z, </li><li>produkcji butów narciarskich, sklasyfikowanej w 32.30.Z, </li><li>produkcji obuwia ortopedycznego, sklasyfikowanej w 32.50.Z. </li></ul></body>;;;;;;;5
26459;283;16;"PRODUKCJA WYROBÓW Z DREWNA ORAZ KORKA, Z WYŁĄCZENIEM MEBLI; PRODUKCJA WYROBÓW ZE SŁOMY I MATERIAŁÓW UŻYWANYCH DO WYPLATANIA";;;;0;C72DAD90-45BD-4466-9477-D46F6638CFC9;835915D4-E794-41FC-A200-1E65B117720C;; ;;;;"<body><h2>16</h2><p>Dział ten obejmuje: </p><ul><li>produkcję wyrobów z drewna, takich jak: wyroby tartaczne, sklejka, fornir, opakowania drewniane, pokrycia podłogowe z drewna i korka, inne wyroby stolarskie i ciesielskie przeznaczone dla budownictwa oraz drewniane budynki prefabrykowane. </li></ul><p>Produkcja wyrobów z drewna obejmuje następujące operacje: piłowanie, heblowanie, obróbkę mechaniczną, laminowanie i łączenie (klejenie) drewna, które może być następnie pocięte lub obrobione za pomocą tokarki lub innych narzędzi służących do obróbki drewna. </p><p>Drewno konstrukcyjne lub pozostałe formy drewna przetworzonego mogą być wstępnie oheblowane lub wygładzone i zmontowane w wyrób końcowy, np.&nbsp;opakowania drewniane. <br />W ramach niniejszego działu jednostki sklasyfikowane są przede wszystkim w oparciu o specyfikę produkowanych wyrobów, z wyłączeniem tartaków oraz jednostek zajmujących się konserwacją drewna.</p><p>Dział ten nie obejmuje: </p><ul><li>produkcji mebli, sklasyfikowanej w odpowiednich podklasach grupy 31.0, </li><li>montażu drewnianego wyposażenia itp., sklasyfikowanego w 43.32.Z, 43.33.Z, 43.39.Z. </li></ul></body>";;;;;;;2
26460;284;16.1;Produkcja wyrobów tartacznych;;;;0;835915D4-E794-41FC-A200-1E65B117720C;9BB5F0DC-A4EC-4334-8B2C-FBB160EC44E9;; ;;;;;;;;;;;3
26461;285;16.10;Produkcja wyrobów tartacznych;;;;0;9BB5F0DC-A4EC-4334-8B2C-FBB160EC44E9;61062C49-2E25-46B7-B3E4-72B5BCCD2787;; ;;;;;;;;;;;4
